,data_clean,label
712,nama guna kelas sekolah dasar bawa handphone hubungin mama colong teman diam bodoh bibi kantin ngabarin langsung mama bapak maaf eh anak pindah sekolah ya,Negatif
713,aku asa sesak terima undang nikah mantan mantan saing mantan gebetan mantan pacar manatan teman mantanmantan,Negatif
714,nama guna nama guna nama guna lampung kiwheeewww nadia sidang ajee selamaad yaaapa kabar kakak satriaudahan,Positif
715,kelas tertawa yandi ada nyeletuk bilang anak sekolah dasar haha orang anggap yandi guyon,Positif
716,habis jengukin teman sakit parah terenyuh nya takut sakit takut ramadan berkah ya allah mohon doa sembuh teman kantor tb adriana pramudya bin tb dasep uniform resource locator,Negatif
717,rupiah jatuh anjlok ramai menyalahnyalahkan perintah gilirah rupiah kuat diam anggota dewan wakil rakyat menyalahnyalahkan polisi pas bom ledak salah perintah sekjend pbb,Negatif
718,diucapin happy birthday heran dasar kalender hijriyah ramadan lahir oke accept that,Positif
719,ku sudi koh disable instagram sampah explore anak balita ajar tiktok uniform resource locator,Negatif
720,nama guna bang biar cari berita gimane kronologis nya orang bantul nya otak nya pakde lola,Negatif
721,nama guna haha ada wifi enak kerja isi kerja kabar anggur pas libur,Negatif
722,teman turned out being asshole cewek saudari hijrah cowok abdi negara nyata ku media sosial sangkal orang mirip parah pacar bangsat,Negatif
723,amin doa mustajab mirip orang umrah niat politik qobul kampanye teriak takbir sang cipta coblos uniform resource locator,Negatif
724,pasang raut pensil ada cermin sepatu intip celana teman sekolah cewek,Positif
725,bukti di indonesia gubernur cerdas moral bodoh dungu uniform resource locator,Negatif
726,pulsa cepat habis ya tak tau senyum hati hasil unduh game waptrick,Positif
727,tangkepin polisi ada tolong kasihan ya sih jamaah nya tipu pakai ayat alquran jual beli ayat syahwat kuasa,Negatif
728,sekali nama awat klinik cantik erhanatasha deh mama larang sekali suka marah ngrengek awat,Negatif
729,jual beli rubicon hummer lumayan aset modal calon presiden beli tanah luas juang gera jemaah gitugitu cari kerja sanasini malak tunjang hari raya orang cina aduh guwoblok,Negatif
730,tapiii efek rasa muka tipe muka less problem hehe jerawat pas pms saja breakout hilang cepat biar saja minyak,Positif
731,hmmm ya senang kasih kado buat tanggal lahir anniv bahagia,Positif
732,juang wujud angan ku nyata terima kasih sayang karen menang di saat menang cinta sok much,Positif
733,salah beliau mngatakn isi hati sedih impor presiden negara jokowi symikir woi,Negatif
734,tuhkan apple kasih baru tanggung tanggung handphone jadul baru mirip android tahun tinggal uniform resource locator,Positif
735,lucu sih ada pasang tukar pas instagram mana komitmen ada embel percaya pasang tukang selingkuh haha ciyaaaaan,Negatif
736,menang mewek karuan gara gara galau pulang putus pulang kasihan emak ayah mudik mahal cooy,Negatif
737,nama guna guys anak bawa bawa politik cenderung ujar benci fitnah mohon ceck nama guna nama guna nama guna nama guna nama guna nama guna,Negatif
738,sih rhia teman cowok biar biar tikung biar omong biar ada jaga biar nyinyir biar ada jemput main haha,Positif
739,pola tidur beranta yawlaaaa minggu tadi merem habis sahur set bangun kerja,Negatif
740,zaman sekolah dasar teman cowok nih salah satu suka main desa seba nyebarang kali wkwk suka bikin prakarya berantakin rumah jual lotre ya wkwk ngaqaq nama guna,Positif
741,selamat for me aktif sekali dedikasi twitter bangtan ubah uniform resource locator,Positif
742,dear nama guna nama guna nama guna coba tb sms mirip minus kaget bangun nyala handphone langsung palakin terima kasih ya uniform resource locator,Negatif
743,maklum omong mama setujuin uniform resource locator suka suka co umur beda ya cari duda mapan umur,Negatif
744,uniform resource locator bupati purbalingga jawa tasdi pecat partai demokrasi indonesia juang pecat calon anggota legislatif bebasaneh bin ajaib,Negatif
745,nama guna nama guna mau hadiah khayru ummah perintah suruh maruf cegah munkar ogah kenyang ogah makan,Negatif
746,nama guna nama guna nama guna teroossjawaban template butuh template pesan tanggal mei suruh tunggu surat pemberitahuan tahun inicm jakarta tng lhomo bilang jwabnya sabar ya kak ujia,Negatif
747,pimpin bupati tasik gubernur aduh kang kabupaten tasik kerja rumah akang masyarakat tidap puas kerja akang gubernur cing atuh mikil,Negatif
748,nama guna nama guna coba jabat nama guna laku indonesia segani bangsa bangsa segani indonesia,Negatif
749,nama guna nama guna langgar badan awas pilih umum lawan politik nya beliau ah terjun citra beliau masyarakat,Negatif
750,perilaku cundang itujelas buronanpny kasarintolerananti pancasila ya disambangiemang anggap ada ulama di negara,Negatif
751,dasar ngakaknya baca ayat marah ateis geli sembah charles darwin teori tahayul konyol,Negatif
752,manusia mirip bikin negara kali ya kloning biar rasa enak hadap tidak mau terima masuk alas orang,Negatif
753,bukti tumpuk deflasi berani lihat munir bukti lihat udin bukti disingkirkandihilangkan sengaja uniform resource locator,Negatif
754,dicandid cewek tonton nama guna heboh ikut karaoke massal pakai botol air mineral bak nyanyi profesional keren totalitas mbak uniform resource locator,Positif
755,orang wajib penjara nama guna wajib dilaporkanini orang pecah belah,Negatif
756,isu kristen isu bangkit partai komunis indonesia data minim fakta bila ada oembingkaian kuar konteks isu bangkit hantu untung politis ekonomis,Negatif
757,makna hubung butuh tahun ajar do not be needy cewek pacar prioritas pacar hidup,Negatif
758,kejar depan pas tidur paksa indekos pas tidur cubit cubitin ganggu ganggu ky malam mesti anter pagi nya sih cowok bablas,Negatif
759,nama guna jelas uang sayadan langkah nya nasabah milik problem inisudah lohtolong bank mandiri kantor cabang sabang jakarta pusat,Negatif
760,isu kristen isu bangkit partai komunis indonesia data minim fakta bila ada bingkai konteks isu bangkit hantu untung politis ekonomis tahyul bahlul,Negatif
761,nama guna kasihan fh bangun pagi ada kerja kantor partai adil sejahtera terimah ada info kawan partai adil sejahtera kawan bedah partai perintah aku partai kasih ya kampung,Negatif
762,indikasi tengah banteng adu kepala jengkang kapar semaput lawan banteng tinggal kenang,Negatif
763,cilacap cinta gagal ucap purbalingga pura bahagia lihat paling ber keluarga semarang rindu orang sayang cilandak cinta dadak makan sari roti saking rindu robek hati,Negatif
764,nona takut gerimis ku siap rumah teduh barangkali ubah hujan angin,Positif
765,life gaya ubah gaya hidup pola makan utama santai jalan bunuh sadar konyol mayoritas peduli sakit desperate salah genetik faktor uniform resource locator,Negatif
766,percaya lelaki mati siksa zaman mati kunjung lupa tuhan jauh jauh iya lupa,Negatif
767,twitter kemarin retweet tidak bisa mentwit mentwit not responding terus excessive use perhaps wkwk yeay,Positif
768,ya sih serius ya ketemu ketemu lalma kena modus too sensitive lewat,Negatif
769,hari coba transfer atm bbri ac bank rakyat indonesia bbmr gagal atm bank rakyat indonesia telo malu yakatanya satelit malu sekali nama guna nama guna jelas nya,Negatif
770,nama guna nama guna yaelah sabar ya video lebaran monyet tanggap cepat serang follow up tajam langsung plasa telkom telepon alam sekali,Negatif
771,selamat leta batu bangun universitas islam internasional indonesia uiii moga islam indonesia damai toleran rujuk islam dunia kelak cc menteri agama nama guna uniform resource locator,Positif
772,tanggung tinggal ramona sari jawat aktivis salah juang tangguh nama guna hak sehat seksual reproduksi perempuan indonesia moga maha kenan peluk pulang tuhan tuhan ambil,Negatif
773,telpon rekan nama guna suruh tunggu lapor menit and still go on kabar rekan suruh tunggu sekali aneh,Negatif
774,lalu tanam ingat turus mengingatnyalalu samping sandar,Negatif
775,bagus ateis murid mumun aku sembah teori darwin konyol tahayul selamat ya,Positif
776,nama guna childish alias kekanakkanakan dekat bodoh overacting ajar undang jabat malu tanggap nyata sandiaga uno pakde karwo kritik saran jabat negara menteri dalam negeri,Negatif
777,pesan masuk sexual harrasement sih bilang budaya paham patriark nya coba laku saudari teman pacar semangat gita via,Negatif
778,minggu kemarin sebal eh ada tambah janji jam eh jek antre bank rakyat indonesia to ku kesal deh,Negatif
779,sok juang via vallen aset bangsa sisa rebut bangsa diam,Negatif
780,nama guna nama guna racist banding lurus govlox anti pancasila banyak govlok racist ganti presiden sila dukung anti pancasila negara hias rasisme kegovlokan mongooo,Negatif
781,ccusername nama guna nama guna diam minggu bupati partai demokrasi indonesia juang kena ott komisi berantas korupsi juara korupsi uniform resource locator,Negatif
782,moga nama guna sadar bupati purbalingga partai demokrasi indonesia juang kena ott komisi berantas korupsi warganet allah mahfud partai lahir koruptor uniform resource locator,Negatif
783,nama guna nama guna nama guna negara di dunia pendam liberalisme afganistan pakistan iran negara maju negara khilafah,Negatif
784,nama guna percaya kartu tanda duduk percaya anggar kartu tanda duduk korupsi anggota dewan hormat pura pura uniform resource locator,Negatif
785,pohon plastik tong sampah ada tarik perhati perhati sampah cari konten status nyinyir ada sumbangsih bersih mudah jari status nyinyir banding balik niat nyata hidup batas kuota,Negatif
786,kali pakai fasilitas laboratorium kampus bayar uang bayar semster doa buruk nih,Negatif
787,hidup ada kejam anggap hidup tarung arena saing pikir layak tani hidup ya cocok tanam harap takut,Negatif
788,cepat sekali pesan langsung terima kasih ya mas nama guna koleksi pustaka fakultas psikologi universitas pancasila,Positif
789,dokter gigi sih makan belah saja kiri kanan dislokasi rahang konsisten nya diri dok,Negatif
790,nama guna well common logika indonesia perempuan salah coba bla bla bla salah laku korban logcial fallacy,Negatif
791,bule persepsi normal bule bebas ku kasar kasar uniform resource locator,Negatif
792,pasang mak cret mirip pikir jihad layan senang kerja kejar passion mu nyinyir orang terus,Negatif
793,anjiir via vallen begitu nih orang casually bilang are angry hem mirip biasa sih orang negara eropa,Negatif
794,bule persepsi normal niat leceh pikir bikin orang indonesia remeh bule orang tipe ada bule foto ku kasar kasar uniform resource locator,Negatif
795,nama guna huhu iya pikir keras sekali ku hasil sreg bab jumat uprak studi islam pagi,Negatif
796,kir hati tega buang sampah plastik sembarang malas kurang pakai plastik kresek plastik kemas uniform resource locator,Negatif
797,iya diskrinsut mbak boo neto hasil temu orang modal gambar lengan wkwk iya sih mbak mirip canda,Negatif
798,iya mbak warganet instagram horor main frontal cocok bully pokok paham dosa sekali,Negatif
799,nama guna via vallen leceh seksual via direct message instagram main sepak bola asing klub lokal warganet blame the korban again sedih cewecewe salah,Negatif
800,nama guna layan rekan bank rakyat indonesia surabaya pahlawan jam urut jalan nomor nomor kosong layan orang jam,Negatif
801,nama guna nama guna nama guna nama guna nama guna nama guna nama guna nama guna informasi giat dana desa kirim tagar mantion,Negatif
802,nama guna bismillah happy bday kak wuatb gbu moga limpah berkah rezeki bahagia umur manfaat sukses dunia akhirat moga cita nya capai bangga orang tua nusa negara agama amin by the way dom kak,Positif
803,jatuh cinta kenal tipe tak akan peduli fisik isi kepala jantung debar kencang dekat,Positif
804,cewekcewek bikin instagram story suara cakap sekali halus iya kalah manis gula dengar suara mirip tikus jepit annoying sekali suara ku wkwk,Negatif
805,nama guna gila ada ya perempuan pikir nyinyir korban sexual harassment berani speak up bunuh,Negatif
806,kosong sosial dunia nyata ekspresi beda dunia maya dikenalin mig adik langsung nyetem orang ramah,Positif
807,asa puasa sebentar lebaranada sedih ramadan tinggal ada happy sebentar lebaranberkumpul bareng keluargasaling maaf kmbli fitrahsmg temu ramadan amin,Positif
808,main artificial neural network ngeri sedap stressfull akurasi uji di bawah ubah parameter jelek fail data rusak hidden layer nya,Negatif
809,ada cerita unik provide pesan kasih spesial service tidak usah bayar ongkos kirim gilir ongkos kirim gratis sen semenamena bolak antar around kali pesan orang divisi,Negatif
810,prof suteki badan bina ideologi pancasila diri orang paham pancasila akhirat ramal ck ck politik balas budi nih,Negatif
811,sakit gigi sakit hati bareng mirip bilang terima kasih tuhan kasih sempat langka,Negatif
812,ya nih ada siluman buka sama foto ada tunggu orang antre anteng obrol tertawa tertawa nih teman jastip terbhaiqq,Positif
813,kecilmobil rumah ujung gang pulang malam kota tidur ayah bangun gendong rmhbahkan sekolah dasar,Positif
814,libur tanggal masuk tanggal data tanggal selesai lapor tanggal ngerjainnya adik sedih bangadek diginiinadek ajar kuat bang dil uniform resource locator,Negatif
815,astagfirullah jalur manggarai jatinegara ada petjun liar puasa sing sabar say sing tahan subhanallah deh setop capai gembyor duh,Negatif
816,nama guna nama guna terima kaaih kwik pikir pribadi trm kasih dsampaikan forum haly dsampaikn sarumpait,Positif
817,potong pepaya leci blueberry bikin overnight oatmeal madu sehat makan fatamorganaaaaaaa,Positif
818,ya lacur ada wenang lakilaki ngelecehin lacur lacur gratis ada consent belah this is the worst enemy of feminim is women itself,Negatif
819,idola khilaf lebay sih artis sexual harrasement jadi komentar canda anggap ah moga orang kenal laku sadar,Negatif
820,nama guna yaterus kompensasi langgan kondisi layan speed jaring lot wajib tagih bayar nama guna,Negatif
821,happy dadar nama guna habis kerja kantor ya turun lapang panaspanasan takut hitam uniform resource locator,Positif
822,kesal sekali deh ada senior kerja mirip teh tauuuuuuuu teiung selesai lohudah untung pegang pisau,Negatif
823,sih kali ku ada tugas uji yangbeb ada soalny ada mirip wikipedia jalan semuamua atuh,Positif
824,alhamdulillah persib menang hati happy tidur tenang mvp malam nama guna boleh tonton persib nge chat hari susah komunikasi gara sibuk adik bedur,Positif
825,kali lihat kasur selimut tidak goda goda baring lantai kipas majalaya beda benua bandung,Negatif
826,iya kaaaann pesantren giat kesan esq malam sekali tar pas muhasabah melek sedih kangen orang tua,Negatif
827,alhamdulillah point tandang terima kasih nama guna sehat nama guna terima kasih badag dukung maung bandung resfect nama guna,Positif
828,nama guna nama guna nama guna ganti presiden presiden preseden sadar bro ganti presiden partai adil sejahtera fahri ganti,Negatif
829,berat rindu dil skripsi alam psikologi ada bilang tema judul ambil cocok alam pribadi iya sih,Negatif
830,sukadeh teman mentwit konten wawas dunia nyata bagi ilmu nyinyir kritik manfaat sambung omong bahas lamtur lipen,Positif
831,ada gitasav bicara sexual harassmentnya balas dmnya helm shes rude,Negatif
832,biar di sini pilih paksa bahagia ganggu berhappylah orang cinta selasa juni berjan gebang purworejo waktu indonesia bagi barat,Negatif
833,umum lulus sujud syukur langsung ambil bungasaat hampir langsung peluk cium air mata kuasa kubendungmom this is my birthday present for uniform resource locator,Positif
834,gurl gara publishing chat sexual harassment alay cari perhati bawa asa bawa are fvcking kidding me indonesia orang ngalami leceh seksual pilih diam ya warganet,Negatif
835,nama guna ayah pindahpindah kota rantau pulang makassar ayah pulang ketemu mnlpon ajak makan tolak alas pergi tm,Negatif
836,tolong nih ya kemarin beli flash sale bayar dikabarin sedia habis jual ecek sedia nama guna uniform resource locator,Negatif
837,mati lampu di rumah ky kuat an kamar nyala saklar wq sumuk aseli liga familiayggabetahpanaskuduturunnyalainsaklargelap an,Negatif
838,ya sudah berani potong rambut pendek ya nyaman selamat istirahat lupa doa tidur nyenyak mimpi indah good night cit,Negatif
839,lulus sastra inggris bicara bahasa inggris curiga curious suspicious untung bicara delicious ya allah screenshoot,Negatif
840,habis baca cerita cerita hidup rumah tangga mana ada wanita sakit ketidakberdayaan laki sih laki dilema turut mau mau hati nurani juang istri,Negatif
841,ah ariel tatum idolaquh betapa warganet lelaki stay calmdown nama publik figure setrong ya mbak ariel,Positif
842,bangun tidur langsung suruh pergi suruh mandi asar ya bayang bangun jam uniform resource locator,Negatif
843,wanita mudah butuh tampan butuh nyaman pria pikir keras hidup jancuk tampan nyaman ha ha ha what the fuck bullshit he,Negatif
844,ada jenis ada rindu beda dunia ada rindu arepin ada rindu gengsi ucap ada rindu ada rindu cinta bukti tahan cintaa,Negatif
845,mirip hari mantengin asi food channel ngliatin makan sodap eh makan indomie ngemil kerupuk gara gara malas kos,Negatif
846,sih laki tawar poligami baikbaik adil hati istri laku adil suami istri pisah suami tidak mau pisah sih istri tindas,Negatif
847,eh bagaimana sih tunjang hari raya enak semriwing sih cerita hidup tunjang hari raya,Negatif
848,besok mamak telepon kemarin bapak bandel kali hujan lebat paksa kota ada rapat tinggal demam mirip aaah ya allah,Negatif
849,nama guna nama guna nama guna nama guna nama guna ngeriiiih bang takut lepet tipe ya lekong pilipin,Negatif
850,tidak suka sih gondok dongkol mangkel kaget meniqaaa moga insyafmu abal abal ya mas moga alim benar ya habluminallah habluminannas ada niat maaf wanita sakit,Negatif
851,mual telat bukaaa puasaa rumah ampir jam keliling abang grab keliling kampung tol,Negatif
852,kadang capek tahan hati blaming maki super bodoh mental tempetahurisol asa goreng ampasampas keras usaha,Negatif
853,cerita baca jujur kesal sekali baca sih poligami siksa batin tidak bisa adil lepas mbak istri mending pisah mbak hidup free as bird kadang gengsi kalah hati,Negatif
854,langit sinar bintang terang ribu pilih paham bagi hilang untuk,Negatif
855,orang enggak sih abgmu boroboro kelai terus iya sangking deketnya akur kuliah suruh rumah barang tengkar main fisik,Negatif
856,ulang jaman kuliah ada teman nama guna ajak beda jarak izin,Negatif
857,nama guna pejaten villagenya eh mobilmobil masuk mal nya ribet antre ular macet tumpuk sial,Negatif
858,nikmat denyut jantung rasa hirup nafas iniperlahan sadar mata buka tutup rasa nikmat renungkanmulai tutup mata helai nafas senyum tubuh akan layang lepas nikmat,Positif
859,sumpahya blekping rambut hikz rambut mirip heeeft uniform resource locator,Negatif
860,teman dibelabelain pinjam duwit kantor nyawer tunjang hari raya pinjam utang gengsi keponakan paman tante saudara nya,Negatif
861,otak bodoh apa posisinyaapapun gelar bodoh otak isi ilmu tahu isi maaftai uniform resource locator,Negatif
862,lihat tementemen lulus menang haru senang lihat orangorang lewat fase sulit hidup lengkap pakai rintang uniq sekali maaf ya teman pas sidang ditangisin bilang sedih tinggal,Positif
863,nama guna orang pas ngentot sadar keluar dalem pas enakenaknya pikir dalem ya anjir darah,Negatif
864,ada ya takut layan nya ambil orang heiii layan tuhan sapa tuhan percaya aneh pakai main fitnah jatuh orang ya,Negatif
865,nama guna mbah heran ada profkyaidan buya di bawah rok siembok tahu sekolah satu tulis artikel muat jasa siembok negara,Negatif
866,badan sehat bawa makam susah keringet dingin pagi bawa sehat dbawel ada acha janji toilet tahan tahan hmmm,Negatif
867,rumah masuk dijudesin ayah bilang mirip artis ya bingung asa berangkat beda plus gincu arab an ganiat mana for your information gincu arab menor sama sekali mirip natural kaca anjing menor sekali,Negatif
868,mampir watsons nama cewek ya gatal lihat mekap coba tester coba bedak lipstik blush on ya menor mirip badut pas watsonsnya mirip pas kena cahaya rumah menor sekali mirip mangkal,Negatif
869,nisanya cimitcimit erti arti effort membuatkuh bangga barubaru lulus sekali sembur satusatu pakai jampejampe jaga semangat juang tengah badai hidup,Positif
870,kerja office boy sekolah yayasan an maaan golong wajib zakat tipis masuk,Negatif
871,badan sehat bawa makan susah keringet dingin pagi bawa sehat dbawel ada acha janji toilet tahan tahan hmmm,Negatif
872,ada manusia tidak erti posisi sih panitia ganti gara gara maksimal nongkrong jam jam ebuset wkakaka,Negatif
873,pas aktip instagram twitter lari pas cuit instagram mal dangkal butuh hingar pasar,Negatif
874,dasar warganet ymc mirip salah swing salah istri sah nya woojin,Negatif
875,akhirakhir orang pergi ucap salam pergi tinggal tinggal wajar hidup simpul ikat ikat abadi ada dunia dunia,Negatif
876,nama guna suka skinship pacar peluk cium nangkring paha duduk pangku ya deh wkwk teman cewek canggung nyahah,Positif
877,berita alhamdulillah kim buka instagram soel pas akun amteun welcome back mr nama guna also goodnite wangjanim nama guna,Positif
878,lupa coba main fm ada bulan serah putus terima kasih media sosial terima kasih,Negatif
879,oh pepet kejar orang malam lumayan bikin senam jantung kejarkejaran ngebut sekali dadak pelan pas bangjo tunggu terus aku tunggu lampu hijau lurus dadak sein kanan amaaaaan,Negatif
880,eike bilang pusing ilangilang ya mama singkat padat mengirisiris hati ya gendut pusing sakit ada mama hubungin efek kelemonmontok kepunjulen kecetit gatal,Negatif
881,terkadang peduli motivasi bikin sakit hati sekira nya nerimain oke serah kecewa bodoh serius atur,Negatif
882,nama guna nama guna bikin negara rugi bikin dukung pontangpanting bikin bantu habis akal bikin investor pikir kali bikin tukang pakai up blunder orang lemah dipertahanin oh,Negatif
883,kangen mama teman ditemeni mama orang tua untung sayang selagi ada sempat uniform resource locator,Negatif
884,gagal kakak erti orang tua senyum canda tertawa hati nya perih,Negatif
885,keram betis akibat mandi jam umur tua mel gagah habis kemanamana emak sih asa sekolah,Negatif
886,nama guna cemooh orang harga harga balap senior,Negatif
887,konten fm seru an teman ada bau seks jawabin normal mention mirip ya sedih aku itu,Negatif
888,hidup dedikasi untuk contoh rela kubur mimpi juang cita cita nya sayang rasa sulit hidup lalu,Positif
889,tiga kalah buah rebut hasil rebut tim lawan telat pencet bel hilang fokus puluh poin layang tim lawan hukum gagal laju babak final,Negatif
890,tanding seno keras cuek memyambut hangat tanding hebat kali tim provinsi babak bangga,Positif
891,hidup dedikasi untuk contoh rela kubur mimpi juang cita cita nya rasa sulit hidup lalu,Positif
892,suruh ignore sibuk urus haha perempuan jatuh moga mbak sehat ya,Negatif
893,nama guna nama guna kontol jelek kerut twittermu real life ada ajak ngewe ya mas direct message kesal marah kesal nasib mbak valen,Negatif
894,saja tertawa tonton nama guna nama guna ali mochtar ngabalin hahaaasimpulkan wkwk bang karni,Positif
895,pikir ikhlas sadar ikhlas,Negatif
896,bokapnyokap tunjang hari raya anak sedia makan ringan coklat bungkus bagi halloween amerika,Positif
897,bahagia beli paket segiga habis limagiga lancar internetan mayanlah wkwk eh alhamdulillah,Positif
898,sadar kadang sulit ikhlas benarbenar dapat benarbenar usaha maksimal orang hasil dapat,Negatif
899,ya nasib eh tidak lebaran rumah plus lebaran begitupadahal bayang lebaran di rumah lebaran di kantor,Negatif
900,ya kuat jijik begitu pilih tutup akun marah sekali ngomel teman singgung risiko pakai fm anon mbacot sakarepe,Negatif
901,ya gagal kakak bimbing adik di saat alam hidup orang motivasi hasil bangkit kuat salah salah,Negatif
902,hidup dedikasi untuk contoh rela kubur mimpi juang cita cita nya kelak rasa sulit hidup lalu,Positif
903,sadar ada orang bus kemarin istana ajak nal beda harihari coba pikir gugur nikmat jalan kemarin,Negatif
904,klikbca seringkali susah internet masalah bilang omong kosong ada buka website,Negatif
905,fuck lolloe jatuh agnezmo kanha,Negatif
906,asli pontianak tinggal semarang kak im fan of small towns and old shop senang sekali bandung diary heehehe,Positif
907,akhirakhir senengsenengnya tonton foreign filmatau filmfilm non hollywood filmfilm asing kalah bagus storyline cinematography visual effects dan bagai benerbener anti mainstream,Positif
908,serah orang maki malaikat baik kirim hidup baik,Positif
909,aku kira lapor tulis institusi internasional padat isi ya coy isi kacau logis data tafsir,Negatif
910,pilih serba graris haloo pikir bangtan ada asupan butuh duit serba gratis bangtan kasih makan,Negatif
911,nama guna nama leceh apa leceh beda takar ukur kembali person nya general dapat leceh sentuh fisik kata,Negatif
912,nama guna nama guna kak sebut orang nitijen masuk dalam buka sama in this ekonomi,Negatif
913,negara transparan informasi bikin njlimet hidup orang miskin nih jurnal bayar dihack jurnal buat jahat adik bang,Negatif
914,nama fitnah mbak ada bukti fitnah orang korupsi mbak dunia laku sistem tabur tuai tutup keburu fitnah orang korupsi kerja selubung,Negatif
915,tunjang hari raya an coba makan warung not resto tip ketemu layan nya tua kasihan selip ribu lihat reaksi luar biasa asa bahagia super ribu bikij miskin,Positif
916,gakseperti mbak hobi carmuk sok pahlawan kebengenan serah serah ada masa jatuh tahu keburu urus urus biar tuhan terima balas,Negatif
917,orang orang sok suci sok hidup inti cebur got got mirip kenal orang beda ya sok,Negatif
918,inti cari teman pilih buruk dideketin biar oh oh buruk tidak usah sosialisasi kamar diam garuk jembut saja,Negatif
919,motivasi awas pilih umum awas tempat mungut suara awal suara ada curang pilih kepala daerah tmarahang rawan sekali ya calon tunggal,Negatif
920,dearest nama guna terima kasih sedia mute orang anin cari kali butuh sehat murah rezeki ayo semangat garap ensenang your ahead luvvv,Positif
921,mimpi absurd malam nongkrong toko makan martabak benar duduk nongkrong maksud tiba tiba disamperin dian sastrodia martabak nongkrong obrol lupa doa tidur,Positif
922,pas gym eike nimbang timbang tanita nya pas ada eh nnya eike bilang instruktur body eike cocok eh langsung member body mirip kwkwkwkww senang inspirasi orang,Positif
923,sayang selamat ulang ya nama guna ayu popo crew tunggu waktu indonesia bagi barat sekali moga cepat maaf on atta by the way sih clara blok uniform resource locator,Positif
924,beli libur uang halal mbak apa sih korupsi uang haram tindak pandang orang salah mbak and the last everything will come to in the right moments,Negatif
925,nama guna haha nama vila salse hotel ada warung bagus sih kak nyaman ada bird park,Positif
926,nama guna final putus nya juni ekstra hati aplikasi prjalananhotel maklum dana trbatas sesal ada,Negatif
927,cinta bisa bisa jaga bisa jaga,Positif
928,ha kemarin masalah gitasav sexual harrasment gitasav tristan sih masalah helm those are different cases kayak ya salah paham kemarin kontra gitasav case,Negatif
929,back to mahasiswa baru lyfe jam gin pulang kos motor jalan gelap sepi takut berani yallah sekali minggu kuliah quat quat quattttt,Negatif
930,ya salah sih mbak sebar ulang postan mu grup tenggelem kirim foto foto gereget mbak koe,Negatif
931,sakit pas kerja bb turun after sakit duh tulang pundak sekali heran pipi ikut tirus,Negatif
932,tahun binatang hitung minat benih ikanalhamdulillah lewatternyata ketekunankeuletan kalah alami hebat cacing sutra nama guna nama guna nama guna nama guna uniform resource locator,Positif
933,ramadan kareem alhamdulillah hasil selesai jeruji kuliah dukung orang tua nama guna wkwk kado ulang tahun laaaa uniform resource locator,Positif
934,hutang ulang ulang sih tagih jawab ada neraka no,Negatif
935,nama guna ooalaah mata rabun baca ayam usir bingung tetott mitsubishi terios ya kiri terios terios bang ayo terios,Negatif
936,terima kasih dinporapar kabupaten purbalingga rekan pramuwisata purbalingga partisipasi acara buka puasa nama guna hadir sinergi isi maju pariwisata uniform resource locator,Positif
937,sore iler coto rumah keburu capai lapar malam buka kulkas temu indomie coto makassar alhamdulillah uniform resource locator,Positif
938,ingin marah lampias hati di sini ku tunjuk ada hati kecewa moshing surup maung,Negatif
939,pisau mata tikam orang nya tikam nya tikam orang,Negatif
940,nama guna alhamdulillah yallah kasih kode ngode spesifik langsung tag pancing,Positif
941,lambai tangan rasa pilu dada kasih sayang tambah pada air mata linang asa oleh nanti teluk bayur,Negatif
942,obrol media menteri bawa kamera alpha pas harga body only juta lensa sobat qismin nganggukngangguk,Negatif
943,nama guna kalah kalah pamor ya omong njeplak lemah cipta ujar benci sebar berita hoaks dan lain lain pantas tokoh nasional negeri bicara,Negatif
944,suka heran ya abang abang makan siang di rumah makan kerumun orang puasa malu nya mana,Negatif
945,nama guna ya beda goblok via vallen suka goyang seronok better seronok coba ngubah citra nyanyi dangdut sensasi negatif mirip kawincerai main film syur dan lain lain,Negatif
946,nama guna nama guna reformasi demokrasi negeri kenyataanya aku lebih pimpin ada ambil contoh nya generasi muda tolak,Negatif
947,beda ketemu papas sapa pulang orang bilang tengkar malemnya terima chat isi sih geblek haha,Positif
948,sekali ajar sih sekian kali peristiwa syukur syukur kufur janani hidup ensenang bawa ribet,Positif
949,bilang tidak kena sexual harassment pakai baju sexy pakai bikini dan bagai please pakai bikini ya sesuai ada pakai niqab pakai seragam sekolah pakai baju kantor dan bagai korban,Negatif
950,bos problem solving yaga akar ya instan tar rusak rusak,Negatif
951,sih senyum kesal bikin senang haha bawa bahagia lihat nih anak perform ada laku bikin kangen benar adik aneh kesal ngangenin,Positif
952,hepibesdey canteeeekk nama guna umur pribadi moga citacitakan wujud langgeng nama guna,Positif
953,sahsah fan persija bela main klub favorit persija bapuk sekali via vallen simic pikir,Negatif
954,nama guna malu at least ngrasa dosa takut tuhan heee jepang koruptor langsung nebas pakai samurai korea langsung sujud khalayak undur tidak pakai di sini,Negatif
955,secret admirer instagram difollback langsung bikin umum teman teman orang suka ikut follow olshop difollback uniform resource locator,Negatif
956,bodoh sekali telat sadar tutup aurat ya bodoh rumah ada tamu non mahram sepupu laki,Negatif
957,nama guna iya direct message twitter lewat hapus foto konser jelpi suruh tutup sih bodoh sih,Negatif
958,bawa asa tiba tiba post haha sok grateful to have known them goblok main game ajar kabur ekstrakulikuler hukum guru pinjam tugas sontek makan teman ngebully ambek uniform resource locator,Positif
959,deh tulis favorit keluar buku sama pusing po uuu buku ramadan sale bayar,Negatif
